pillar,seed,file,n_rows,mean_H_pre,p50_H_pre,p90_H_pre,mean_margin_pre,p50_margin_pre,p90_margin_pre,mean_dlogits_pre,p50_dlogits_pre,p90_dlogits_pre,mean_repeat16,p50_repeat16,p90_repeat16,mean_uniq16,p50_uniq16,p90_uniq16,mean_run_same,p50_run_same,p90_run_same,mean_r_x,p50_r_x,p90_r_x,mean_value_streak,p50_value_streak,p90_value_streak,mean_token,p50_token,p90_token,mean_collapse_pre,collapse_rate,intervene_rate,mean_intervene
ETH,21,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed21.csv,384,1.8520179020318512,1.9275720119476318,2.4487272977828978,0.24748807101665685,0.18325781077146525,0.6070707499980926,49.68682433074961,50.06744575500488,63.54014778137207,0.13664984465765714,0.125,0.3125,13.549479166666666,14.0,16.0,1.0052083333333333,1.0,1.0,2.7661655250315866,0.0,13.244460678100587,0.2604166666666667,0.0,1.0,67.7109375,69.0,110.39999999999998,0.005208333333333333,0.005208333333333333,0.3359375,0.3359375
ETH,22,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed22.csv,384,1.468908348120749,1.5826689004898071,2.366507148742676,0.47575759660685435,0.46557025611400604,0.8212365210056305,33.965178688211985,41.66297912597656,61.01175537109375,0.3494274316539941,0.1875,0.9375,10.138020833333334,12.0,15.0,4.122395833333333,1.0,16.0,4.041096274585773,0.0,17.522853279113757,0.12760416666666666,0.0,1.0,39.453125,21.5,111.0,0.0026041666666666665,0.0026041666666666665,0.3359375,0.3359375
ETH,23,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed23.csv,384,1.8998938376704853,2.1208020448684692,2.483942461013794,0.25373322421607253,0.1534479111433029,0.7183232843875885,48.472147270881884,49.67545509338379,61.47575149536132,0.15853781635031636,0.125,0.3125,13.190104166666666,13.0,16.0,1.0182291666666667,1.0,1.0,1.3547256473296632,0.0,5.400135755538939,0.4140625,0.0,1.0,58.111979166666664,51.0,115.0,0.0234375,0.0234375,0.3411458333333333,0.3411458333333333
ETH,24,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed24.csv,384,1.9025328485295177,1.9671745300292969,2.439349246025085,0.2578307739458978,0.17261913418769836,0.6147491097450256,46.69943795640332,47.54446601867676,61.00118751525879,0.16660253086034335,0.125,0.375,13.0625,13.0,15.0,1.0833333333333333,1.0,1.0,5.660455596322815,0.0,21.934237480163574,0.3385416666666667,0.0,1.0,66.84635416666667,71.0,119.0,0.010416666666666666,0.010416666666666666,0.3359375,0.3359375
ETH,25,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed25.csv,384,1.638834920168544,1.7086334824562073,2.3118168354034423,0.3536992841206181,0.3308890163898468,0.7653105974197387,45.218053330434486,46.41623878479004,61.680529785156246,0.2175675669816295,0.125,0.5625,12.2421875,13.0,16.0,1.3567708333333333,1.0,1.0,0.9604254543470839,0.0,3.2227537870407104,0.14583333333333334,0.0,1.0,61.596354166666664,68.5,104.0,0.0026041666666666665,0.0026041666666666665,0.3333333333333333,0.3333333333333333
ETH,26,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed26.csv,384,1.8286815203997928,1.9752554893493652,2.376055145263672,0.2821264543454163,0.23404537886381144,0.6775632739067078,45.15665583886827,49.343284606933594,60.849281311035156,0.19245347028550153,0.125,0.4375,12.653645833333334,13.0,16.0,1.421875,1.0,1.0,3.4046175265684724,0.0,11.354213142395018,0.2578125,0.0,1.0,63.223958333333336,65.0,117.0,0.013020833333333334,0.013020833333333334,0.34375,0.34375
ETH,27,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed27.csv,384,1.5626028615127627,1.6644989252090454,2.3304765462875365,0.3559135286874759,0.234875813126564,0.9388258755207063,46.84368271838563,45.46843719482422,61.893063354492185,0.24993586419367672,0.1875,0.5625,11.729166666666666,12.0,16.0,1.03125,1.0,1.0,0.8628673231384406,0.0,3.5119643449783315,0.18229166666666666,0.0,1.0,64.3046875,70.0,101.69999999999999,0.013020833333333334,0.013020833333333334,0.3333333333333333,0.3333333333333333
ETH,28,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed28.csv,384,1.7384726128851373,1.7209515571594238,2.369097852706909,0.3233436709075856,0.3100771009922027,0.6538886904716492,45.03957451328946,44.45301055908203,61.565057754516594,0.21814058698824323,0.1875,0.5625,12.239583333333334,13.0,16.0,1.0416666666666667,1.0,1.0,3.6227358548591533,0.0,15.938091564178468,0.2682291666666667,0.0,1.0,60.713541666666664,57.0,108.0,0.020833333333333332,0.020833333333333332,0.3463541666666667,0.3463541666666667
ETH,29,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed29.csv,384,1.559870562904204,1.5096282958984375,2.2372408866882325,0.2645780438518462,0.20728760212659836,0.5668278098106384,44.287360380791746,43.649288177490234,62.39066734313965,0.32152348519536017,0.1875,0.6875,10.575520833333334,11.0,16.0,1.0807291666666667,1.0,1.0,8.90645935277765,0.0,41.413249206542964,0.16666666666666666,0.0,1.0,63.799479166666664,56.5,111.0,0.0,0.0,0.3333333333333333,0.3333333333333333
ETH,30,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed30.csv,384,1.8259280362011243,1.9426312446594238,2.3592774868011475,0.24855132100249952,0.150044672191143,0.6837375044822693,45.19493349486341,47.52572059631348,61.127492904663086,0.26511753582066083,0.1875,0.625,11.484375,12.0,15.0,1.1067708333333333,1.0,1.0,9.39981926449885,0.0,43.078850936889644,0.24739583333333334,0.0,1.0,72.95833333333333,77.0,112.09999999999997,0.010416666666666666,0.010416666666666666,0.3359375,0.3359375
ETH,31,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed31.csv,384,1.929672639273728,2.0450806617736816,2.4633661985397337,0.24133661404872933,0.17638892680406565,0.5940996885299682,46.76896551173801,46.00481605529785,62.074977493286134,0.16932205525955527,0.125,0.3125,13.026041666666666,13.0,15.0,1.0416666666666667,1.0,1.0,11.051359338064989,0.0,39.64286460876465,0.390625,0.0,1.0,68.8359375,69.0,116.69999999999999,0.020833333333333332,0.020833333333333332,0.3489583333333333,0.3489583333333333
ETH,32,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed32.csv,384,1.8344571622243773,2.0296425819396973,2.3594856977462766,0.25460239315483096,0.1629566997289657,0.5836927235126494,45.54696829826571,45.638235092163086,60.963728713989255,0.2625696894251582,0.1875,0.625,11.520833333333334,13.0,16.0,1.0963541666666667,1.0,1.0,2.6318193965901933,0.0,12.280131435394287,0.296875,0.0,1.0,70.13541666666667,77.0,112.69999999999999,0.020833333333333332,0.020833333333333332,0.3359375,0.3359375
ETH,33,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed33.csv,384,1.8697687996706616,1.9525116086006165,2.432458448410034,0.30090716153305647,0.2428302764892578,0.637621533870697,46.054221462768815,45.98724365234375,63.69366722106933,0.22839000192515815,0.125,0.625,12.067708333333334,14.0,16.0,1.0234375,1.0,1.0,2.78789198740075,0.0,9.262981796264649,0.18229166666666666,0.0,1.0,55.528645833333336,55.0,105.0,0.0026041666666666665,0.0026041666666666665,0.3333333333333333,0.3333333333333333
ETH,34,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed34.csv,384,1.8949458384498332,2.0950629711151123,2.434259033203125,0.2457935685912768,0.13028064370155334,0.695836067199707,46.27302259843176,45.943185806274414,62.78291473388672,0.21350482200091578,0.1875,0.4375,12.3046875,12.0,16.0,1.046875,1.0,1.0,3.59034606286635,0.0,13.56593675613403,0.2916666666666667,0.0,1.0,75.5546875,88.0,120.69999999999999,0.010416666666666666,0.010416666666666666,0.3333333333333333,0.3333333333333333
ETH,35,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed35.csv,384,1.840222918894142,1.9910179376602173,2.3294673919677735,0.2682088728567275,0.1912549212574958,0.6537290275096893,48.80175647139549,48.84566116333008,62.96143074035645,0.12960263116513115,0.125,0.2937499999999993,13.661458333333334,14.0,16.0,1.0208333333333333,1.0,1.0,6.0221829650302725,0.0,24.616148948669434,0.28125,0.0,1.0,73.4375,79.0,118.0,0.010416666666666666,0.010416666666666666,0.3333333333333333,0.3333333333333333
ETH,36,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed36.csv,384,1.587567316678663,1.7405143976211548,2.326587772369385,0.41041643257873756,0.3213601410388946,0.8375165522098541,45.21544382922972,42.01137924194336,61.45973930358887,0.32643326002701006,0.1875,0.7937499999999993,10.505208333333334,12.0,16.0,1.0182291666666667,1.0,1.0,2.9367338200099766,0.0,10.524322414398192,0.15104166666666666,0.0,1.0,60.020833333333336,65.5,112.0,0.0,0.0,0.3333333333333333,0.3333333333333333
ETH,37,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed37.csv,384,1.7934285569936037,1.875977098941803,2.411342215538025,0.2665185754885897,0.14168019592761988,0.705708247423172,43.571126288734376,44.94775199890137,59.614872741699216,0.2213913040084915,0.1875,0.4375,12.1796875,13.0,16.0,1.0494791666666667,1.0,1.0,2.3537533092312515,0.0,8.585644054412839,0.23958333333333334,0.0,1.0,53.1484375,46.0,101.0,0.015625,0.015625,0.3359375,0.3359375
ETH,38,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed38.csv,384,1.6314102505954604,1.624817669391632,2.2910411834716795,0.3927252517314628,0.38052910566329956,0.6840331852436066,39.09755342713712,45.014652252197266,61.72520713806152,0.2487695789453602,0.1875,0.5625,11.739583333333334,13.0,16.0,2.2890625,1.0,6.0,1.277102926125129,0.0,4.94078688621521,0.08854166666666667,0.0,0.0,57.078125,49.0,106.69999999999999,0.0,0.0,0.3333333333333333,0.3333333333333333
ETH,39,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed39.csv,384,1.864382842167591,1.915912389755249,2.4398888111114503,0.27037258409351733,0.19475200027227396,0.5960894048213958,43.168507309863344,43.571006774902344,60.40331916809082,0.20528251407157658,0.1380952380952381,0.4375,12.442708333333334,13.0,16.0,1.0989583333333333,1.0,1.0,1.5023983946690957,0.0,6.137554883956908,0.16145833333333334,0.0,1.0,58.489583333333336,45.0,118.0,0.0026041666666666665,0.0026041666666666665,0.3333333333333333,0.3333333333333333
ETH,40,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed40.csv,384,1.8641643484976764,1.9896109700202942,2.553826093673706,0.2822723699306759,0.19225465506315226,0.7215992331504821,43.82532503719752,43.35290336608887,61.224557876586914,0.23981804870476744,0.25,0.5,11.888020833333334,12.0,16.0,1.1328125,1.0,1.0,1.976031070575118,0.0,8.658693122863768,0.2786458333333333,0.0,1.0,63.716145833333336,58.0,108.0,0.0078125,0.0078125,0.3333333333333333,0.3333333333333333
ETH,41,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed41.csv,384,1.590792117640376,1.755245566368103,2.2211490869522095,0.35912093190321076,0.2826122492551803,0.8452558517456055,51.73731254677599,52.61581802368164,63.55598487854004,0.2425347222222222,0.1875,0.5625,11.838541666666666,12.0,16.0,1.0104166666666667,1.0,1.0,8.11055905992786,0.0,33.554336547851555,0.09895833333333333,0.0,0.0,60.427083333333336,65.0,103.0,0.0,0.0,0.3333333333333333,0.3333333333333333
ETH,42,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed42.csv,384,1.6866935154733558,1.8241235613822937,2.2086109876632687,0.2879209281333412,0.18882121145725245,0.7087281942367554,48.1112171667628,48.778289794921875,62.658366394042964,0.27105787369459244,0.25,0.5625,11.390625,11.0,15.0,1.0364583333333333,1.0,1.0,5.063823616753022,0.0,17.78592872619629,0.09635416666666667,0.0,0.0,75.640625,84.0,126.0,0.005208333333333333,0.005208333333333333,0.3359375,0.3359375
ETH,43,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed43.csv,384,1.8160787092832227,1.8608949184417725,2.469680333137512,0.2989882059822169,0.21697981655597684,0.7539198577404023,47.27067923375095,45.40553665161133,62.15791435241699,0.2236328125,0.1875,0.5,12.140625,13.0,15.0,1.0078125,1.0,1.0,1.3108116428678234,0.0,5.231662464141845,0.2552083333333333,0.0,1.0,55.447916666666664,53.0,104.0,0.0078125,0.0078125,0.3333333333333333,0.3333333333333333
ETH,44,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed44.csv,384,1.3757091146350529,1.2351126670837402,2.109934997558594,0.40587335840488475,0.3828103542327881,0.7424121916294097,38.90668249394124,43.59318542480469,60.86052894592285,0.3284047621938247,0.25,0.625,10.484375,10.0,15.0,1.5859375,1.0,3.0,3.024896684102714,0.0,11.236578369140622,0.078125,0.0,0.0,43.580729166666664,31.0,105.0,0.0,0.0,0.3333333333333333,0.3333333333333333
ETH,45,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed45.csv,384,1.6883708784977596,1.6527157425880432,2.33069851398468,0.31105343576443073,0.2554717659950256,0.6681492328643799,39.748081302347906,42.30291748046875,62.4175422668457,0.31150425457066083,0.1875,0.8125,10.744791666666666,12.0,16.0,1.3359375,1.0,2.0,3.747440800691644,0.0,17.368023872375485,0.1171875,0.0,0.6999999999999886,76.1484375,96.0,118.09999999999997,0.0026041666666666665,0.0026041666666666665,0.3333333333333333,0.3333333333333333
ETH,46,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed46.csv,384,1.703129357774742,1.8044664859771729,2.265648627281189,0.3146376437895621,0.2603377103805542,0.7761419296264648,42.668229778918125,43.81135368347168,61.82967414855957,0.26769344659969657,0.1875,0.5625,11.463541666666666,12.0,15.0,1.65625,1.0,2.0,2.0399044963220754,0.0,7.555288553237914,0.19791666666666666,0.0,1.0,51.908854166666664,44.0,99.39999999999998,0.0078125,0.0078125,0.3333333333333333,0.3333333333333333
ETH,47,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed47.csv,384,1.8296218777929123,2.025225520133972,2.381437373161316,0.27283688087482005,0.15149194002151484,0.6650949716567993,46.64856143683816,46.15054130554199,61.88194694519043,0.20547530811202686,0.125,0.4812499999999993,12.432291666666666,13.0,16.0,1.0338541666666667,1.0,1.0,2.780386497344201,0.0,7.761673212051389,0.3072916666666667,0.0,1.0,60.661458333333336,60.0,114.0,0.0078125,0.0078125,0.3359375,0.3359375
ETH,48,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed48.csv,384,1.9221219033934176,1.9482760429382324,2.4589438676834106,0.2698399580549449,0.2274972796440124,0.5560805022716522,46.38041546723495,44.12731742858887,61.87756690979004,0.20140283978174603,0.1875,0.375,12.497395833333334,13.0,15.0,1.0104166666666667,1.0,1.0,3.605724251984308,0.0,16.12702426910399,0.21614583333333334,0.0,1.0,54.130208333333336,44.5,108.0,0.0026041666666666665,0.0026041666666666665,0.3359375,0.3359375
ETH,49,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed49.csv,384,1.7953020654773961,1.8862091898918152,2.4211485147476197,0.2849746326295038,0.23825296759605405,0.6443895816802977,49.25608863991996,50.23225402832031,62.053895187377925,0.17565330719627595,0.125,0.4375,12.911458333333334,14.0,16.0,1.0078125,1.0,1.0,3.57968757674098,0.0,11.322179603576659,0.1328125,0.0,1.0,56.794270833333336,51.5,105.0,0.0026041666666666665,0.0026041666666666665,0.3333333333333333,0.3333333333333333
ETH,50,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed50.csv,384,1.7747457468649372,1.8499202728271484,2.3422348499298096,0.2895185017065766,0.24534389376640314,0.633655935525894,46.098137397008635,47.308549880981445,62.40908012390137,0.197609523000148,0.125,0.4375,12.567708333333334,13.0,16.0,1.078125,1.0,1.0,5.129135999828577,0.0,20.07727394104004,0.125,0.0,1.0,63.765625,68.5,112.0,0.0026041666666666665,0.0026041666666666665,0.3333333333333333,0.3333333333333333
ETH,51,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed51.csv,384,1.306687635796455,1.3940207362174988,2.3481637716293333,0.5082923950588641,0.4939397275447845,0.9003250062465668,31.927822080712456,39.24081993103027,60.07396392822265,0.36768427608271353,0.25,0.9375,9.854166666666666,11.0,15.0,4.643229166666667,1.0,16.0,4.915776043587054,0.0,20.4172248840332,0.11458333333333333,0.0,0.0,78.46875,93.0,117.0,0.0,0.0,0.3333333333333333,0.3333333333333333
ETH,52,/Users/masayukiokita/zsit/out_value/g36_value_MAX128_seed52.csv,384,1.7136870882629107,1.7870873808860779,2.3641436100006104,0.2761478883912787,0.19617477804422373,0.669963276386261,47.52558092121035,46.87112808227539,61.77340469360351,0.2005665016407204,0.1706730769230769,0.4375,12.513020833333334,13.0,15.0,1.0182291666666667,1.0,1.0,1.0014114876588185,0.0,4.174573516845703,0.11197916666666667,0.0,0.6999999999999886,72.16666666666667,81.5,112.0,0.0,0.0,0.3333333333333333,0.3333333333333333
